start,end,today,diviceid,titre_entretien,admin1_enquete,admin2_enquete,admin3_enquete,localite_enquete_realise,admin1_localite,admin2_localite,admin3_localite,nom_localite_renseigne,autre,source_info,statut_deplacement_informateur,source_info_localite,source_info_localite_autre,moyen_communication_contact,moyen_communication_contact_autre,info_dernier_mois,Maintenant_nous_allo_personnes_deplac_es,large_deplacement_population,date_deplacement,raison_deplacement,raison_deplacement_autre,idp_site,idp_famille_accueil,proportion_deplaces,date_dernier_idp,provenance_dernier_idp,provenance_dernier_idp_prefecture,provenance_dernier_idp_sous_prefecture,raison_presence,raison_presence_autre,condition_retour,condition_retour_autre,Maintenant_nous_allo_personnes_retourn_es,retourne_dernier_mois,date_retour,provenance_dernier_retourne,provenance_dernier_retourne_prefecture,provenance_dernier_retourne_sous_prefecture,Maintenant_nous_allo_ns_sur_les_rapatri_s,presence_rapatries,date_retour_rapatries,provenance_rapatries,provenance_rapatries_pays,provenance_dernier_rapaties_autre,raison_rapatriement,raison_rapatriement_autre,Maintenant_nous_allo_s_curit_alimentaire,acces_nourriture,raison_inaccessible,raison_inacessible_autre,strategie_adaptation,strategie_adaptation/aliment_moins_chers,strategie_adaptation/diminution_quantites,strategie_adaptation/emprunter_argent_nourriture,strategie_adaptation/restrictions_adultes,strategie_adaptation/diminution_nb_repas,strategie_adaptation/privation,strategie_adaptation/rien,strategie_adaptation/autre,strategie_adaptation/nsp,strategie_adaptation_autre,strategie_survie,strategie_survie/strategie_survie_1,strategie_survie/strategie_survie_2,strategie_survie/strategie_survie_3,strategie_survie/strategie_survie_4,strategie_survie/strategie_survie_6,strategie_survie/strategie_survie_7,strategie_survie/strategie_survie_8,strategie_survie/strategie_survie_9,strategie_survie/strategie_survie_10,strategie_survie/strategie_survie_11,strategie_survie/strategie_survie_autre,strategie_survie/strategie_survie_nsp_nspr,strategie_survie_autre,marche_fonctionnel,marche_fonctionnel_acces,marche_fonctionnel_prix,assistance_alimentaire,Maintenant_nous_allo_ion_sur_la_nutrition,malnutri_moins_cinq_ans,malnutri_plus_cinq_ans,acces_centre_prise_en_charge_malnutri,programme_alimentaire_article_nutritionnel,Maintenant_nous_allo_s_moyens_d_existence,depense_alimentation,source_revenu,source_revenu_autre,revenu_moyen,acces_terre,barriere_agriculture,barriere_agriculture_autre,possession_betail,type_betail,epidemie_betail,assistance_agricole,Maintenant_nous_all_uestions_sur_la_sant,pb_sante_moins_cinq_ans,pb_sante_moins_cinq_ans_autre,pb_sante_plus_cinq_ans,pb_sante_plus_cinq_ans_autre,cause_deces,cause_deces_autre,comparaison_deces,lieu_accouchement,lieu_accouchement_autre,raison_accouchement_maison,service_sante_distance_marche,lieu_soin_choisi,lieu_soin_choisi_autre,service_sante_duree_marche,service_sante_acces,service_sante_barriere,service_sante_barriere_autre,assistance_service_sante,Mainteneant_nous_all_ns_sur_la_protection,incident_mort,incident_pillage,sentiment_securite,risque_protection_fille,risque_protection_fille_autre,risque_protection_garcon,risque_protection_garcon_autre,risque_protection_femme,risque_protection_femme_autre,risque_protection_homme,risque_protection_homme_autre,mineurs_separes,mineurs_separes_raison,mineurs_separes_raison_autre,relation_idp_hote,assistance_protection,assistance_protection_autre,programme_protection_assistance,Maintenant_nous_allo_les_NFI_et_les_abris,type_abris_hote,type_abris_hote_autre,type_abris_refugie_idp,type_abris_refugie_idp_autre,type_abris_retourne_rapatrie,type_abris_retourne_rapatrie_autre,materiaux_dispo,paille,tole,bache,corde,bois,brique_cuite,brique_non_cuite,fer,ciment,nfi,couverture,seau,bidon,kit_cuisine,moustiquaire,couchage,bache_001,habit,savon,programme_assistance_abris_nfi,Maintenant_nous_allo_ns_relatives_l_eau,source_eau_boire,source_eau_boire_autre,source_eau_usage,source_eau_usage_autre,source_eau_temp,source_eau_saison_seche,acces_eau,acces_eau_barriere,acces_eau_barriere_autre,Maintenant_nous_allo_au_lavage_des_mains,infra_sanitaire_utilise,infra_sanitaire_utilise_autre,dispositif_lavage_main,programme_assistance_eha,Maintenant_nous_allo_tions_sur_l_ducation,service_education_fonctionnel,service_education_indispo,service_education_indispo_autre,participation_fille,participation_garcon,participation_fille_ado,participation_garcon_ado,acces_education_barriere,acces_education_barriere_autre,programme_assistance_education,Maintenant_nous_allo_ismes_de_redevabilit,source_info_confiance,source_info_confiance_autre,radio_fonctionnelle,reseau_tel_fonctionnel,besoins_prioritaires,priorite_un,priorite_deux,priorite_trois,Maintenant_nous_allo_n_de_notre_entretien,ki_zone,ki_zone_contact,participation_focus_group,final_enquete,gpslocation,_gpslocation_latitude,_gpslocation_longitude,_gpslocation_altitude,_gpslocation_precision,_id,_uuid,_submission_time,_validation_status,_index
2019-11-22T11:12:54.295+01,2019-11-24T17:44:22.130+01,11/22/2019,3.56676E+14,,vakaga,birao,ridina,Birao,vakaga,birao,ridina,delembe,,evaluation_ki,idp,rencontre_localite,,,,oui,,oui,dernier_mois,conflits_communautaire,,non,non,,,,,,,,,,,oui,dernier_mois,oui,vakaga,birao,,non,,,,,nsp,,,non,destruction_combat,,diminution_quantites,0,1,0,0,0,0,0,0,0,,strategie_survie_1,1,0,0,0,0,0,0,0,0,0,0,0,,non,,,non,,oui,oui,oui,non,,minorite,agriculture,,dix_trente,oui,,,oui,petit,oui,non,,fievre,,palu,,nsp,,non,poste_sante,,,oui,poste_sante,,inf_demie_journee,pas_suffisant,insecu_forte,,oui,,non,non,non,violence_voisins,,travail_force,,separation_familiale,,conflit_foncier,,non,,,bonne,autorite_locale,,non,,habitat_long_terme,,nsp,,nsp,,,oui,non,non,non,oui,non,non,non,non,,oui,oui,oui,oui,oui,oui,non,oui,non,non,,puit_non_protege,,pluie,,sup_trente_min,non,pas_suffisant,attente_nb_insuffisant,,,defecation_air_libre,,non,non,,non,existence_enseignant,,presque_aucun,moins_moitie,presque_aucun,moins_moitie,mouvement_recent,,non,,chef_communaute,,non,non,,sante,education,eha,,oui,Job Assane 72129063,oui,,,,,,,75532887,4371bc44-bc2c-438d-a206-1a3c11465de3,2019-11-24T17:03:48,,77
2019-11-22T14:12:07.072+01,2019-11-24T17:45:14.590+01,11/22/2019,3.56676E+14,,vakaga,birao,ridina,Birao,vakaga,birao,ridina,madja,,evaluation_ki,hote,rencontre_localite,,,,oui,,non,,,,non,non,,,,,,,,,,,oui,dernier_mois,oui,vakaga,birao,,non,,,,,nsp,,,non,destruction_combat,,aliment_moins_chers,1,0,0,0,0,0,0,0,0,,strategie_survie_1,1,0,0,0,0,0,0,0,0,0,0,0,,non,,,non,,oui,oui,oui,non,,majorite,peche_chasse,,dix_trente,oui,,,oui,petit,oui,non,,fievre,,palu,,nsp,,oui,maison,,acces_pas_sur,oui,nsp,,nsp,pas_suffisant,abs_travailleur_sante,,non,,non,non,oui,violence_voisins,,recrutement_force,,separation_familiale,,travail_force,,non,,,bonne,nsp,,non,,habitat_long_terme,,habitat_long_terme,,habitat_long_terme,,,oui,non,non,non,non,non,oui,non,non,,oui,oui,oui,oui,oui,oui,non,oui,non,non,,puit_non_protege,,puit_non_protege,,sup_trente_min,oui,pas_suffisant,distance,,,defecation_air_libre,,non,non,,non,nsp,,aucun,aucun,aucun,aucun,retard_accumule,,non,,chef_communaute,,non,non,,eha,education,secal,,oui,For mahamat,oui,,,,,,,75532900,c799b3fc-c41c-40d9-9030-5cae1616a9bd,2019-11-24T17:04:07,,78
2019-11-22T14:59:43.673+01,2019-11-24T17:45:31.788+01,11/22/2019,3.56676E+14,,vakaga,birao,ridina,Birao,vakaga,birao,ridina,terfelle_2,,evaluation_ki,idp,rencontre_localite,,,,oui,,oui,dernier_mois,conflits_communautaire,,non,oui,majorite,dernier_mois,oui,vakaga,birao,conflits_communautaire,,famille,,,oui,dernier_mois,oui,vakaga,birao,,oui,3_dernier_mois,oui,soudan,,famille,,,non,destruction_combat,,diminution_quantites,0,1,0,0,0,0,0,0,0,,strategie_survie_1,1,0,0,0,0,0,0,0,0,0,0,0,,non,,,non,,oui,oui,oui,non,,majorite,peche_chasse,,dix_trente,oui,,,oui,petit,oui,non,,fievre,,palu,,nsp,,oui,maison,,manque_personnel,non,,,,pas_suffisant,abs_travailleur_sante,,non,,oui,non,non,violence_sexuelle,,recrutement_force,,separation_familiale,,conflit_foncier,,non,,,bonne,autorite_locale,,non,,habitat_long_terme,,habitat_long_terme,,habitat_long_terme,,,oui,non,non,non,non,non,non,non,non,,oui,oui,oui,oui,oui,oui,non,oui,non,non,,puit_non_protege,,puit_protege,,inf_trente_min,oui,pas_suffisant,distance,,,defecation_air_libre,,non,non,,non,existence_enseignant,,moins_moitie,moins_moitie,moins_moitie,moins_moitie,finances,,non,,chef_communaute,,oui,oui,,sante,secal,eha,,oui,Abdel Aziz Ali abdrahaman,oui,,,,,,,75532930,fc2126f4-c6da-4cac-bd6d-9b5b63d353fe,2019-11-24T17:04:28,,79
2019-11-23T08:27:25.319+01,2019-11-24T17:46:11.632+01,11/23/2019,3.56676E+14,,vakaga,birao,ridina,Birao,vakaga,birao,ridina,autre,Roukoutou,evaluation_ki,retourne,rencontre_localite,,,,oui,,oui,3_dernier_mois,conflits_communautaire,,oui,oui,nsp,dernier_mois,oui,vakaga,birao,conflits_communautaire,,famille,,,oui,dernier_mois,oui,vakaga,birao,,non,,,,,nsp,,,non,destruction_combat,,diminution_quantites,0,1,0,0,0,0,0,0,0,,strategie_survie_2,0,1,0,0,0,0,0,0,0,0,0,0,,non,,,non,,oui,oui,oui,non,,majorite,peche_chasse,,dix_trente,oui,,,oui,petit,oui,non,,fievre,,palu,,nsp,,oui,maison,,accouchement_assiste_domicile,non,,,,pas_suffisant,nsp,,non,,oui,non,non,violence_voisins,,recrutement_force,,violence_sexuelle,,travail_force,,non,,,bonne,autorite_locale,,non,,urgence,,nsp,,nsp,,,oui,non,non,non,non,oui,non,non,non,,oui,oui,oui,oui,oui,oui,non,oui,non,non,,riviere,,riviere,,inf_quinze_min,oui,insuffisant,distance,,,defecation_air_libre,,non,non,,non,nsp,,aucun,aucun,aucun,aucun,autre,Conflit continue,non,,chef_communaute,,oui,oui,,sante,secal,abris,,oui,Kalite fotor 72 574103,oui,,,,,,,75532947,26dfc180-c05d-41eb-a49f-c4622ca34f5f,2019-11-24T17:04:44,,80
2019-11-23T09:12:39.808+01,2019-11-24T17:46:26.414+01,11/23/2019,3.56676E+14,,vakaga,birao,ridina,Birao,vakaga,birao,ridina,autre,Roukoutou,evaluation_ki,idp,rencontre_localite,,,,oui,,oui,3_dernier_mois,conflits_communautaire,,oui,oui,majorite,3_dernier_mois,oui,vakaga,birao,conflits_communautaire,,famille,,,oui,dernier_mois,oui,vakaga,birao,,non,,,,,famille,,,non,destruction_combat,,aliment_moins_chers,1,0,0,0,0,0,0,0,0,,strategie_survie_2,0,1,0,0,0,0,0,0,0,0,0,0,,non,,,non,,oui,oui,oui,non,,majorite,peche_chasse,,dix_trente,oui,,,oui,petit,oui,non,,fievre,,palu,,conflit_arme,,non,maison,,acces_pas_sur,non,,,,pas_suffisant,insecu_forte,,non,,oui,non,non,violence_sexuelle,,recrutement_force,,violence_sexuelle,,travail_force,,non,,,fragile,autorite_locale,,non,,urgence,,nsp,,nsp,,,oui,non,non,non,non,oui,oui,non,non,,oui,oui,oui,oui,oui,oui,non,oui,non,non,,riviere,,riviere,,inf_quinze_min,oui,insuffisant,insuffisance_recipient,,,defecation_air_libre,,non,non,,non,nsp,,aucun,aucun,aucun,aucun,nsp,,non,,chef_communaute,,oui,oui,,secal,sante,abris,,oui,Kalite fotor 72 57 42 03,oui,,,,,,,75532960,eb98cd91-a460-4783-97f4-42f1ea20e45e,2019-11-24T17:05:08,,81
2019-11-23T09:45:09.914+01,2019-11-24T17:46:42.256+01,11/23/2019,3.56676E+14,,vakaga,birao,ridina,Birao,vakaga,birao,ridina,autre,Roukoutou,evaluation_ki,idp,rencontre_localite,,,,oui,,oui,3_dernier_mois,conflits_communautaire,,oui,oui,majorite,dernier_mois,oui,vakaga,birao,conflits_communautaire,,famille,,,oui,dernier_mois,oui,vakaga,birao,,non,,,,,nsp,,,non,destruction_combat,,diminution_quantites,0,1,0,0,0,0,0,0,0,,strategie_survie_10,0,0,0,0,0,0,0,0,1,0,0,0,,non,,,non,,oui,oui,oui,non,,majorite,peche_chasse,,dix_trente,oui,,,oui,grand,oui,non,,fievre,,palu,,nsp,,non,maison,,nsp,non,,,,pas_suffisant,insecu_forte,,non,,oui,non,non,aucun,,aucun,,aucun,,aucun,,non,,,bonne,autorite_locale,,non,,habitat_long_terme,,nsp,,habitat_long_terme,,,oui,non,non,non,non,oui,oui,non,non,,oui,oui,oui,oui,oui,oui,non,oui,non,non,,riviere,,riviere,,inf_quinze_min,oui,pas_suffisant,distance,,,defecation_air_libre,,non,non,,non,nsp,,aucun,aucun,aucun,aucun,autre,Suite de la conflit,non,,chef_communaute,,oui,oui,,education,sante,secal,,non,,non,,,,,,,75532969,c05a673c-f85f-44df-957d-6222c6e6eda4,2019-11-24T17:05:26,,82
2019-11-23T10:19:46.291+01,2019-11-24T17:46:56.686+01,11/23/2019,3.56676E+14,,vakaga,birao,ridina,Birao,vakaga,birao,ridina,autre,Dahal amlas,evaluation_ki,idp,rencontre_localite,,,,oui,,oui,3_dernier_mois,conflits_communautaire,,oui,oui,minorite,dernier_mois,oui,vakaga,birao,conflits_communautaire,,famille,,,non,,,,,,non,,,,,,,,non,destruction_combat,,diminution_quantites,0,1,0,0,0,0,0,0,0,,strategie_survie_1,1,0,0,0,0,0,0,0,0,0,0,0,,non,,,non,,oui,oui,non,non,,majorite,peche_chasse,,dix_trente,oui,,,oui,petit,oui,non,,fievre,,palu,,nsp,,oui,maison,,autre,non,,,,pas_suffisant,autre,Service de santé n'existe pas,non,,oui,non,non,aucun,,recrutement_force,,aucun,,tention_communautaire,,non,,,bonne,autorite_locale,,non,,urgence,,urgence,,nsp,,,non,non,non,non,non,non,non,non,non,,oui,oui,oui,oui,oui,oui,non,oui,non,non,,riviere,,riviere,,inf_trente_min,oui,pas_suffisant,distance,,,defecation_air_libre,,non,non,,non,nsp,,aucun,aucun,aucun,aucun,nsp,,non,,chef_communaute,,oui,oui,,sante,eha,secal,,oui,0,non,,,,,,,75532984,4bfe48ef-d30f-4527-aac3-6f8ca3e9f577,2019-11-24T17:05:47,,83
2019-11-23T12:03:20.449+01,2019-11-24T17:47:10.591+01,11/23/2019,3.56676E+14,,vakaga,birao,ridina,Birao,vakaga,birao,ridina,dahal amlas,,evaluation_ki,idp,rencontre_localite,,,,oui,,oui,3_dernier_mois,conflits_communautaire,,oui,oui,minorite,dernier_mois,oui,vakaga,birao,conflits_communautaire,,famille,,,non,,,,,,non,,,,,,,,non,destruction_combat,,diminution_quantites,0,1,0,0,0,0,0,0,0,,strategie_survie_2,0,1,0,0,0,0,0,0,0,0,0,0,,non,,,non,,oui,oui,non,non,,majorite,peche_chasse,,dix_trente,oui,,,oui,petit,oui,non,,fievre,,palu,,maladie,,oui,maison,,autre,non,,,,pas_suffisant,existence_infra,,non,,oui,non,non,aucun,,aucun,,aucun,,travail_force,,non,,,bonne,autorite_locale,,non,,urgence,,nsp,,nsp,,,non,non,non,non,non,non,non,non,non,,oui,oui,oui,non,oui,oui,non,non,non,non,,riviere,,riviere,,sup_trente_min,non,pas_suffisant,distance,,,defecation_air_libre_cours_eau,,non,non,,oui,,,aucun,aucun,aucun,aucun,autre,Pas de l'école,non,,chef_communaute,,non,oui,,sante,secal,education,,oui,0,oui,,,,,,,75532998,2a9e4b17-d4e6-4b9b-93ea-88d93fda00bb,2019-11-24T17:06:09,,84
2019-11-23T13:58:01.967+01,2019-11-24T17:47:27.409+01,11/23/2019,3.56676E+14,,vakaga,birao,ridina,Boura,vakaga,birao,ridina,boura,,evaluation_ki,hote,rencontre_localite,,,,oui,,oui,3_dernier_mois,conflits_communautaire,,non,oui,minorite,dernier_mois,oui,vakaga,birao,conflits_communautaire,,famille,,,oui,dernier_mois,oui,vakaga,birao,,non,,,,,nsp,,,non,destruction_combat,,diminution_quantites,0,1,0,0,0,0,0,0,0,,strategie_survie_1 strategie_survie_2,1,1,0,0,0,0,0,0,0,0,0,0,,non,,,non,,oui,oui,oui,non,,majorite,peche_chasse,,dix_trente,oui,,,oui,petit,oui,non,,fievre,,palu,,conflit_arme,,non,maison,,autre,non,,,,pas_suffisant,autre,Pas de l'hôpital,non,,non,non,non,aucun,,recrutement_force,,aucun,,recrutement_force,,non,,,bonne,autorite_locale,,non,,habitat_long_terme,,habitat_long_terme,,nsp,,,non,non,non,non,non,non,non,non,non,,oui,oui,oui,non,oui,oui,non,oui,non,non,,riviere,,riviere,,inf_trente_min,oui,pas_suffisant,distance,,,defecation_air_libre,,non,non,,non,existence_enseignant,,aucun,aucun,aucun,aucun,autre,Pas de l'école le village,non,,chef_communaute,,oui,oui,,education,eha,sante,,oui,0,oui,,,,,,,75533013,c0afc6df-3d41-448d-9a67-0b70fb017ad0,2019-11-24T17:06:30,,85
2019-11-23T14:38:17.659+01,2019-11-24T17:47:48.661+01,11/23/2019,3.56676E+14,,vakaga,birao,ridina,Birao,vakaga,birao,ridina,boura,,evaluation_ki,idp,habite_localite,,,,oui,,oui,3_dernier_mois,conflits_communautaire,,non,oui,minorite,dernier_mois,oui,vakaga,birao,conflits_communautaire,,famille,,,non,,,,,,non,,,,,,,,non,destruction_combat,,diminution_quantites,0,1,0,0,0,0,0,0,0,,strategie_survie_2,0,1,0,0,0,0,0,0,0,0,0,0,,non,,,non,,oui,oui,oui,non,,majorite,peche_chasse,,dix_trente,oui,,,oui,petit,oui,non,,fievre,,palu,,maladie,,non,maison,,nsp,non,,,,pas_suffisant,autre,Pas de l'hôpital,non,,non,non,oui,aucun,,recrutement_force,,aucun,,travail_force,,non,,,bonne,autorite_locale,,non,,urgence,,nsp,,nsp,,,non,non,non,non,non,non,non,non,non,,non,oui,oui,non,oui,oui,oui,oui,non,non,,riviere,,riviere,,inf_trente_min,oui,pas_suffisant,distance,,,defecation_air_libre,,non,non,,non,existence_enseignant,,aucun,aucun,aucun,aucun,finances,,non,,chef_communaute,,non,oui,,sante,education,eha,,oui,0,oui,,,,,,,75533020,203a6b1d-15bf-4627-8518-b25395091298,2019-11-24T17:06:40,,86
2019-11-21T09:17:34.887+01,2019-11-24T17:59:06.043+01,11/21/2019,3.56676E+14,,vakaga,birao,ouandja,Zinzir,vakaga,birao,ouandja,nzenziri,,evaluation_ki,idp,rencontre_localite,,,,oui,,non,,,,non,non,,,,,,,,,,,oui,3_dernier_mois,oui,vakaga,birao,,non,,,,,famille,,,non,destruction_inondation,,aliment_moins_chers emprunter_argent_nourriture,1,0,1,0,0,0,0,0,0,,strategie_survie_2,0,1,0,0,0,0,0,0,0,0,0,0,,oui,non,non,non,,oui,oui,non,non,,minorite,peche_chasse,,dix_trente,oui,,,oui,petit,oui,non,,palu,,infection_respi,,maladie,,non,maison,,acces_physique,oui,centre_sante,,inf_demie_journee,insuffisant,medicament_indispo,,oui,,non,non,non,violence_sexuelle,,separation_familiale,,violence_sexuelle,,aucun,,non,,,bonne,leaders_religieux,,non,,aucun,,habitat_long_terme,,habitat_long_terme,,,non,non,non,non,non,non,non,non,non,,non,non,non,non,non,non,non,non,non,non,,puit_protege,,puit_protege,,inf_cinq_min,oui,insuffisant,attente_nb_insuffisant,,,defecation_air_libre_cours_eau,,non,non,,oui,,,presque_aucun,moins_moitie,presque_aucun,plus_moitie,finances,,non,,chef_communaute,,non,oui,,sante,secal,eha,,oui,Ali,oui,,,,,,,75533102,b7f18c8c-a728-4221-891c-267abe7b6b72,2019-11-24T17:08:18,,87
2019-11-22T08:27:52.359+01,2019-11-24T17:50:52.335+01,11/22/2019,3.56676E+14,,vakaga,birao,ridina,Birao 1,vakaga,birao,ridina,dahal amlas,,evaluation_ki,idp,rencontre_localite,,,,oui,,oui,3_dernier_mois,conflits_communautaire,,non,non,,,,,,,,,,,non,,,,,,non,,,,,,,,non,destruction_combat,,restrictions_adultes diminution_nb_repas,0,0,0,1,1,0,0,0,0,,strategie_survie_1 strategie_survie_2,1,1,0,0,0,0,0,0,0,0,0,0,,non,,,non,,oui,oui,non,non,,inf_moitie,peche_chasse,,inf_dix,non,insecurite,,non,,,non,,palu,,infection_respi,,maladie,,non,maison,,acces_physique,non,,,,insuffisant,medicament_indispo,,non,,oui,oui,non,violence_sexuelle,,vol_betail,,pillage_criminalite,,pillage_criminalite,,non,,,,autorite_locale,,non,,aucun,,aucun,,aucun,,,non,non,non,non,non,non,non,non,non,,non,non,non,non,non,non,non,non,non,non,,puit_non_protege,,puit_non_protege,,inf_quinze_min,non,insuffisant,attente_nb_insuffisant,,,defecation_air_libre,,non,non,,non,destruction_combat,,aucun,aucun,aucun,aucun,retard_accumule,,non,,chef_communaute,,non,oui,,education,sante,eha,,oui,Yassine  mahamat,oui,,,,,,,75533110,698513ed-3776-4b99-bf6b-71994015b234,2019-11-24T17:08:25,,88
2019-11-22T09:03:32.650+01,2019-11-24T17:51:07.839+01,11/22/2019,3.56676E+14,,vakaga,birao,ridina,Boura,vakaga,birao,ridina,boura,,evaluation_ki,idp,habite_localite,,,,oui,,oui,3_dernier_mois,conflits_communautaire,,oui,non,majorite,dernier_mois,oui,vakaga,birao,conflits_communautaire,,securite,,,non,,,,,,non,,,,,,,,non,destruction_combat,,diminution_quantites diminution_nb_repas,0,1,0,0,1,0,0,0,0,,strategie_survie_10,0,0,0,0,0,0,0,0,1,0,0,0,,oui,oui,oui,non,,oui,oui,non,non,,minorite,peche_chasse,,inf_dix,oui,,,non,,,non,,diarrhee,,palu,,maladie,,non,hopital,,,non,,,,insuffisant,existence_infra,,non,,non,non,non,aucun,,aucun,,aucun,,aucun,,non,,,bonne,autorite_locale,,non,,aucun,,aucun,,urgence,,,non,non,non,non,non,non,non,non,non,,non,non,non,non,non,non,non,non,non,non,,puit_non_protege,,puit_non_protege,,inf_quinze_min,non,insuffisant,attente_nb_insuffisant,,,toilette_latrine_acceptable,,non,non,,non,existence_infra_scolaire,,aucun,aucun,aucun,aucun,enregistrement_impossible,,non,,chef_communaute,,non,oui,,sante,eha,secal,,oui,Déya comme,oui,,,,,,,75533114,de555954-d939-445d-b37f-0a5dce7f9ed1,2019-11-24T17:08:33,,89
2019-11-22T09:34:11.751+01,2019-11-24T17:51:27.988+01,11/22/2019,3.56676E+14,,vakaga,birao,ridina,Boura,vakaga,birao,ridina,boura,,evaluation_ki,idp,rencontre_localite,,,,oui,,oui,3_dernier_mois,conflits_communautaire,,non,non,,,,,,,,,,,oui,dernier_mois,oui,vakaga,birao,,non,,,,,famille,,,non,secu,,diminution_quantites restrictions_adultes,0,1,0,1,0,0,0,0,0,,strategie_survie_7 strategie_survie_10,0,0,0,0,0,1,0,0,1,0,0,0,,oui,oui,oui,non,,oui,oui,non,non,,minorite,jtt_agricole,,inf_dix,oui,,,oui,petit,non,non,,palu,,infection_respi,,maladie,,non,maison,,manque_personnel,non,,,,insuffisant,existence_infra,,non,,non,non,non,aucun,,aucun,,aucun,,vol_betail,,non,,,bonne,autorite_locale,,non,,aucun,,aucun,,aucun,,,non,non,non,non,non,non,non,non,non,,non,non,non,non,non,non,non,non,non,non,,puit_non_protege,,puit_non_protege,,inf_quinze_min,non,insuffisant,attente_nb_insuffisant,,,toilette_latrine_acceptable,,non,non,,non,existence_infra_scolaire,,aucun,aucun,aucun,aucun,finances,,non,,chef_communaute,,non,oui,,education,eha,sante,,oui,Ahamat ali,oui,,,,,,,75533117,270022ce-c7a3-485c-a0dc-ccb862281b36,2019-11-24T17:08:41,,90
2019-11-22T10:06:09.923+01,2019-11-24T17:51:44.889+01,11/22/2019,3.56676E+14,,vakaga,birao,ridina,Bachama 1,vakaga,birao,ridina,Bachama_1,,evaluation_ki,idp,rencontre_localite,,,,oui,,oui,3_dernier_mois,conflits_communautaire,,oui,non,inf_moitie,3_dernier_mois,oui,vakaga,birao,conflits_communautaire,,securite,,,oui,dernier_mois,oui,vakaga,birao,,non,,,,,famille,,,non,destruction_inondation,,aliment_moins_chers diminution_quantites,1,1,0,0,0,0,0,0,0,,strategie_survie_2 strategie_survie_10,0,1,0,0,0,0,0,0,1,0,0,0,,oui,oui,oui,non,,oui,oui,non,non,,minorite,peche_chasse,,inf_dix,oui,,,oui,petit,non,non,,palu,,infection_respi,,maladie,,non,maison,,manque_personnel,non,,,,insuffisant,medicament_indispo,,non,,non,oui,non,vol_betail,,vol_betail,,vol_betail,,vol_betail,,non,,,bonne,autorite_locale,,non,,aucun,,aucun,,aucun,,,non,non,non,non,non,non,non,non,non,,non,non,non,non,non,non,non,non,non,non,,puit_non_protege,,puit_non_protege,,inf_trente_min,non,insuffisant,distance,,,defecation_air_libre,,non,non,,non,existence_infra_scolaire,,aucun,aucun,aucun,aucun,enregistrement_impossible,,non,,chef_communaute,,non,oui,,education,eha,sante,,oui,Moussa,oui,,,,,,,75533121,7cf7a6a7-e406-497c-b79b-98797450c60b,2019-11-24T17:08:49,,91
2019-11-22T10:32:20.150+01,2019-11-24T17:52:16.151+01,11/22/2019,3.56676E+14,,vakaga,birao,ridina,Ridjina,vakaga,birao,ridina,autre,Ridjina,evaluation_ki,idp,habite_localite,,,,oui,,non,,,,non,non,,,,,,,,,,,non,,,,,,non,,,,,,,,non,destruction_combat,,aliment_moins_chers restrictions_adultes,1,0,0,1,0,0,0,0,0,,strategie_survie_10,0,0,0,0,0,0,0,0,1,0,0,0,,oui,oui,oui,non,,oui,oui,non,non,,minorite,elevage,,inf_dix,oui,,,non,,,non,,palu,,diarrhee,,maladie,,non,maison,,acces_physique,non,,,,insuffisant,existence_infra,,non,,non,oui,non,vol_betail,,vol_betail,,vol_betail,,vol_betail,,non,,,,autorite_locale,,non,,aucun,,aucun,,aucun,,,non,non,non,non,non,non,non,non,non,,non,non,non,non,non,non,non,non,non,non,,riviere,,riviere,,inf_quinze_min,non,insuffisant,distance,,,defecation_air_libre_cours_eau,,non,non,,non,existence_infra_scolaire,,aucun,aucun,aucun,aucun,enregistrement_impossible,,non,,chef_communaute,,non,non,,education,eha,sante,,non,,oui,,,,,,,75533124,7c0891dd-91aa-47a4-9d83-b7abf6d3f45b,2019-11-24T17:08:56,,92
2019-11-22T10:58:11.477+01,2019-11-24T17:52:38.534+01,11/22/2019,3.56676E+14,,vakaga,birao,ridina,Bachama 5,vakaga,birao,ridina,Bachama_5,,evaluation_ki,idp,habite_localite,,,,oui,,non,,,,non,non,,,,,,,,,,,non,,,,,,non,,,,,,,,non,destruction_inondation,,diminution_quantites restrictions_adultes,0,1,0,1,0,0,0,0,0,,strategie_survie_7 strategie_survie_10,0,0,0,0,0,1,0,0,1,0,0,0,,oui,oui,oui,non,,oui,oui,non,non,,majorite,jtt,,inf_dix,oui,,,oui,petit,non,non,,palu,,fievre,,maladie,,non,maison,,acces_physique,non,,,,insuffisant,existence_infra,,non,,non,non,non,vol_betail,,vol_betail,,vol_betail,,vol_betail,,non,,,,autorite_locale,,non,,aucun,,aucun,,aucun,,,non,non,non,non,non,non,non,non,non,,non,non,non,non,non,non,non,non,non,non,,puit_protege,,puit_protege,,inf_quinze_min,non,insuffisant,attente_nb_insuffisant,,,toilette_latrine_acceptable,,non,non,,non,existence_infra_scolaire,,aucun,aucun,aucun,aucun,enregistrement_impossible,,non,,chef_communaute,,non,non,,sante,education,eha,,non,,oui,,,,,,,75533127,80512812-84f0-48a7-a538-cecc5c713c63,2019-11-24T17:09:01,,93
