start,end,today,diviceid,titre_entretien,date_enquete,enqueteur,admin1_enquete,admin2_enquete,admin3_enquete,localite_enquete_realise,admin1_localite,admin2_localite,admin3_localite,nom_localite_renseigne,autre,source_info,genre_informateur,age_informateur,statut_deplacement_informateur,source_info_localite,source_info_localite_autre,moyen_communication_contact,moyen_communication_contact_autre,info_dernier_mois,Maintenant_nous_allo_personnes_deplac_es,large_deplacement_population,date_deplacement,raison_deplacement,raison_deplacement_autre,idp_site,idp_famille_accueil,proportion_deplaces,date_dernier_idp,provenance_dernier_idp,provenance_dernier_idp_prefecture,provenance_dernier_idp_sous_prefecture,raison_presence,raison_presence_autre,condition_retour,condition_retour_autre,Maintenant_nous_allo_personnes_retourn_es,retourne_dernier_mois,date_retour,provenance_dernier_retourne,provenance_dernier_retourne_prefecture,provenance_dernier_retourne_sous_prefecture,Maintenant_nous_allo_ns_sur_les_rapatri_s,presence_rapatries,date_retour_rapatries,provenance_rapatries,provenance_rapatries_pays,provenance_dernier_rapaties_autre,raison_rapatriement,raison_rapatriement_autre,Maintenant_nous_allo_s_curit_alimentaire,acces_nourriture,raison_inaccessible,raison_inacessible_autre,strategie_adaptation,strategie_adaptation/aliment_moins_chers,strategie_adaptation/diminution_quantites,strategie_adaptation/emprunter_argent_nourriture,strategie_adaptation/restrictions_adultes,strategie_adaptation/diminution_nb_repas,strategie_adaptation/privation,strategie_adaptation/rien,strategie_adaptation/autre,strategie_adaptation/nsp,strategie_adaptation_autre,strategie_survie,strategie_survie/strategie_survie_1,strategie_survie/strategie_survie_2,strategie_survie/strategie_survie_3,strategie_survie/strategie_survie_4,strategie_survie/strategie_survie_6,strategie_survie/strategie_survie_7,strategie_survie/strategie_survie_8,strategie_survie/strategie_survie_9,strategie_survie/strategie_survie_10,strategie_survie/strategie_survie_11,strategie_survie/strategie_survie_autre,strategie_survie/strategie_survie_nsp_nspr,strategie_survie_autre,marche_fonctionnel,marche_fonctionnel_acces,marche_fonctionnel_prix,assistance_alimentaire,Maintenant_nous_allo_ion_sur_la_nutrition,malnutri_moins_cinq_ans,malnutri_plus_cinq_ans,acces_centre_prise_en_charge_malnutri,programme_alimentaire_article_nutritionnel,Maintenant_nous_allo_s_moyens_d_existence,depense_alimentation,source_revenu,source_revenu_autre,revenu_moyen,acces_terre,barriere_agriculture,barriere_agriculture_autre,possession_betail,type_betail,epidemie_betail,assistance_agricole,Maintenant_nous_all_uestions_sur_la_sant,pb_sante_moins_cinq_ans,pb_sante_moins_cinq_ans_autre,pb_sante_plus_cinq_ans,pb_sante_plus_cinq_ans_autre,cause_deces,cause_deces_autre,comparaison_deces,lieu_accouchement,lieu_accouchement_autre,raison_accouchement_maison,service_sante_distance_marche,lieu_soin_choisi,lieu_soin_choisi_autre,service_sante_duree_marche,service_sante_acces,service_sante_barriere,service_sante_barriere_autre,assistance_service_sante,Mainteneant_nous_all_ns_sur_la_protection,incident_mort,incident_pillage,sentiment_securite,risque_protection_fille,risque_protection_fille_autre,risque_protection_garcon,risque_protection_garcon_autre,risque_protection_femme,risque_protection_femme_autre,risque_protection_homme,risque_protection_homme_autre,mineurs_separes,mineurs_separes_raison,mineurs_separes_raison_autre,relation_idp_hote,assistance_protection,assistance_protection_autre,programme_protection_assistance,Maintenant_nous_allo_les_NFI_et_les_abris,type_abris_hote,type_abris_hote_autre,type_abris_refugie_idp,type_abris_refugie_idp_autre,type_abris_retourne_rapatrie,type_abris_retourne_rapatrie_autre,materiaux_dispo,paille,tole,bache,corde,bois,brique_cuite,brique_non_cuite,fer,ciment,nfi,couverture,seau,bidon,kit_cuisine,moustiquaire,couchage,bache_001,habit,savon,programme_assistance_abris_nfi,Maintenant_nous_allo_ns_relatives_l_eau,source_eau_boire,source_eau_boire_autre,source_eau_usage,source_eau_usage_autre,source_eau_temp,source_eau_saison_seche,acces_eau,acces_eau_barriere,acces_eau_barriere_autre,Maintenant_nous_allo_au_lavage_des_mains,infra_sanitaire_utilise,infra_sanitaire_utilise_autre,dispositif_lavage_main,programme_assistance_eha,Maintenant_nous_allo_tions_sur_l_ducation,service_education_fonctionnel,service_education_indispo,service_education_indispo_autre,participation_fille,participation_garcon,participation_fille_ado,participation_garcon_ado,acces_education_barriere,acces_education_barriere_autre,programme_assistance_education,Maintenant_nous_allo_ismes_de_redevabilit,source_info_confiance,source_info_confiance_autre,radio_fonctionnelle,reseau_tel_fonctionnel,besoins_prioritaires,priorite_un,priorite_deux,priorite_trois,Maintenant_nous_allo_n_de_notre_entretien,ki_zone,ki_zone_contact,participation_focus_group,final_enquete,gpslocation,_gpslocation_latitude,_gpslocation_longitude,_gpslocation_altitude,_gpslocation_precision,_id,_uuid,_submission_time,_validation_status,_index
,,,,,,,,,,,vakaga,birao,ridina,ardeb safra,,,,,,,,,,,,non,,,,non,non,,,,,,,,,,,non,,,,,,non,,,,,,,,non,,,,0,1,0,0,0,0,0,0,0,,,1,0,0,0,0,0,0,0,0,0,,0,,non,,,non,,oui,non,non,non,,majorite,peche_chasse,,dix_trente,oui,,,oui,petit,oui,non,,toux,,palu,,maladie,,non,maison,,,non,,,,insuffisant,existence_infra,,non,,non,non,non,incident_transhumance,,incident_transhumance,,incident_transhumance,,travail_force,,non,,,,autorite_locale,,non,,urgence,,urgence,,urgence,,,non,non,non,non,non,non,non,non,non,,non,non,non,non,non,non,non,non,non,non,,puit_non_protege,,puit_non_protege,,inf_quinze_min,non,pas_suffisant,attente_nb_insuffisant,,,latrine_non_acceptable,,non,non,,non,existence_infra_scolaire,,aucun,aucun,aucun,aucun,enregistrement_impossible,,non,,chef_communaute,,non,non,,sante,eha,education,,,,,,,,,,,,,,,
,,,,,,,,,,,vakaga,birao,ridina,army,,,,,,,,,,,,oui,dernier_mois,conflits_communautaire,,oui,non,majorite,nsp,non,,,conflits_communautaire,,securite,,,non,,,,,,non,,,,,,,,non,,,,1,0,0,0,0,0,0,0,0,,,1,0,0,0,0,0,0,0,0,0,,0,,non,,,non,,oui,oui,non,non,,minorite,elevage,,trente_cinquante,oui,,,non,,,non,,toux,,palu,,maladie,,oui,maison,,,non,,,,pas_suffisant,existence_infra,,non,,oui,oui,non,incident_transhumance,,incident_transhumance,,incident_transhumance,,vol_betail,,non,,,neutre,autorite_locale,,non,,aucun,,aucun,,aucun,,,non,non,non,non,non,non,nsp,non,non,,non,non,non,non,non,non,non,non,non,non,,puit_non_protege,,puit_non_protege,,inf_trente_min,oui,insuffisant,attente_nb_insuffisant,,,defecation_air_libre,,non,non,,non,existence_infra_scolaire,,aucun,aucun,aucun,aucun,autre,,non,,chef_communaute,,non,non,,sante,subsistance,eha,,,,,,,,,,,,,,,
,,,,,,,,,,,vakaga,birao,ridina,autre,,,,,,,,,,,,oui,3_dernier_mois,conflits_communautaire,,AC,AC,,,,,,,,,,,oui,dernier_mois,oui,vakaga,birao,,non,,,,,nsp,,,non,,,,AC,AC,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,,non,,,non,,oui,oui,oui,non,,majorite,peche_chasse,,dix_trente,oui,,,oui,petit,oui,non,,fievre,,palu,,nsp,,non,maison,,,non,,,,pas_suffisant,AC,,non,,oui,oui,non,aucun,,recrutement_force,,AC,,AC,,non,,,bonne,autorite_locale,,non,,urgence,,nsp,,nsp,,,AC,non,non,non,non,non,AC,non,non,,AC,oui,oui,AC,oui,oui,non,oui,non,non,,riviere,,riviere,,inf_quinze_min,oui,insuffisant,distance,,,defecation_air_libre,,non,non,,non,nsp,,aucun,aucun,aucun,aucun,AC,,non,,chef_communaute,,AC,oui,,sante,eha,AC,,,,,,,,,,,,,,,
,,,,,,,,,,,vakaga,birao,ridina,bachama mouroye,,,,,,,,,,,,oui,3_dernier_mois,conflits_communautaire,,non,non,,,,,,,,,,,non,,,,,,non,,,,,,,,non,,,,1,0,0,0,0,0,0,0,0,,,1,0,0,0,0,0,0,0,0,0,,0,,non,,,non,,non,non,non,non,,majorite,elevage,,dix_trente,non,insecurite,,oui,petit,oui,non,,palu,,palu,,conflit_arme,,non,maison,,,non,,,,pas_suffisant,existence_infra,,non,,non,oui,non,pillage_criminalite,,aucun,,aucun,,vol_betail,,non,,,,autorite_locale,,non,,habitat_long_terme,,aucun,,aucun,,,oui,non,non,non,non,non,oui,non,non,,non,non,non,oui,oui,non,non,non,oui,non,,puit_non_protege,,puit_non_protege,,inf_trente_min,non,pas_suffisant,attente_nb_insuffisant,,,latrine_non_acceptable,,non,non,,non,existence_infra_scolaire,,presque_aucun,moins_moitie,presque_aucun,moins_moitie,mouvement_recent,,non,,chef_communaute,,non,oui,,eha,education,secal,,,,,,,,,,,,,,,
,,,,,,,,,,,vakaga,birao,ridina,Bachama_1,,,,,,,,,,,,oui,3_dernier_mois,conflits_communautaire,,oui,non,AC,AC,AC,,,conflits_communautaire,,securite,,,AC,,,,,,non,,,,,,,,non,,,,AC,1,0,0,0,0,0,0,0,,,AC,AC,0,0,0,0,0,0,AC,0,,0,,AC,,,non,,oui,oui,non,non,,AC,AC,,AC,AC,,,AC,,,non,,AC,,AC,,maladie,,non,maison,,,non,,,,AC,,,non,,non,oui,non,AC,,AC,,AC,,AC,,non,,,AC,autorite_locale,,non,,AC,,AC,,AC,,,non,non,non,non,non,non,non,non,non,,non,non,non,non,non,non,non,non,non,non,,puit_non_protege,,puit_non_protege,,AC,AC,AC,,,,defecation_air_libre,,non,non,,non,existence_infra_scolaire,,aucun,aucun,aucun,aucun,AC,,non,,chef_communaute,,non,oui,,AC,AC,AC,,,,,,,,,,,,,,,
,,,,,,,,,,,vakaga,birao,ridina,Bachama_2,,,,,,,,,,,,AC,,,,AC,AC,,,,,,,,,,,AC,,,,,,non,,,,,,,,non,,,,0,1,0,0,0,0,0,0,0,,,AC,0,AC,0,0,0,0,0,0,0,,0,,oui,AC,oui,non,,non,non,non,non,,majorite,AC,,AC,AC,,,AC,,,non,,palu,,AC,,maladie,,AC,maison,,,AC,,,,pas_suffisant,existence_infra,,non,,oui,oui,non,AC,,AC,,AC,,AC,,non,,,,autorite_locale,,non,,AC,,AC,,AC,,,AC,non,non,non,non,non,AC,non,non,,non,non,non,non,non,non,non,non,AC,non,,puit_non_protege,,puit_non_protege,,sup_trente_min,oui,insuffisant,AC,,,defecation_air_libre,,non,non,,non,AC,,AC,AC,AC,AC,AC,,non,,AC,,AC,AC,,AC,AC,secal,,,,,,,,,,,,,,,
,,,,,,,,,,,vakaga,birao,ridina,Bachama_5,,,,,,,,,,,,non,,,,non,non,,,,,,,,,,,non,,,,,,non,,,,,,,,non,,,,0,1,0,1,0,0,0,0,0,,,0,0,0,0,0,1,0,0,1,0,,0,,oui,oui,oui,non,,oui,oui,non,non,,majorite,jtt,,inf_dix,oui,,,oui,petit,non,non,,palu,,fievre,,maladie,,non,maison,,,non,,,,insuffisant,existence_infra,,non,,non,non,non,vol_betail,,vol_betail,,vol_betail,,vol_betail,,non,,,,autorite_locale,,non,,aucun,,aucun,,aucun,,,non,non,non,non,non,non,non,non,non,,non,non,non,non,non,non,non,non,non,non,,puit_protege,,puit_protege,,inf_quinze_min,non,insuffisant,attente_nb_insuffisant,,,toilette_latrine_acceptable,,non,non,,non,existence_infra_scolaire,,aucun,aucun,aucun,aucun,enregistrement_impossible,,non,,chef_communaute,,non,non,,sante,education,eha,,,,,,,,,,,,,,,
,,,,,,,,,,,vakaga,birao,ridina,boura,,,,,,,,,,,,oui,3_dernier_mois,conflits_communautaire,,non,non,,,,,,,,,,,oui,dernier_mois,oui,vakaga,birao,,non,,,,,nsp,,,non,,,,AC,AC,0,0,0,0,0,0,0,,,1,0,0,0,0,0,0,0,0,0,,0,,AC,,,non,,oui,oui,non,non,,majorite,peche_chasse,,dix_trente,oui,,,oui,petit,oui,non,,palu,,palu,,maladie,,non,maison,,,non,,,,pas_suffisant,existence_infra,,non,,oui,oui,non,aucun,,recrutement_force,,aucun,,recrutement_force,,oui,perdu_pendant_deplacement,,bonne,autorite_locale,,non,,aucun,,aucun,,aucun,,,non,non,non,non,non,non,non,non,non,,non,non,non,non,non,non,non,non,non,non,,puit_non_protege,,puit_non_protege,,inf_quinze_min,AC,pas_suffisant,attente_nb_insuffisant,,,defecation_air_libre,,non,non,,non,existence_infra_scolaire,,aucun,aucun,aucun,aucun,mouvement_recent,,non,,chef_communaute,,non,oui,,education,eha,sante,,,,,,,,,,,,,,,
,,,,,,,,,,,vakaga,birao,ridina,cissi,,,,,,,,,,,,oui,AC,conflits_communautaire,,AC,oui,minorite,dernier_mois,oui,vakaga,birao,conflits_communautaire,,famille,,,oui,dernier_mois,oui,vakaga,birao,,AC,,,,,AC,,,AC,,,,1,0,0,0,0,0,0,0,0,,,1,0,0,0,0,0,0,0,0,0,,0,,AC,,,non,,oui,oui,oui,AC,,majorite,peche_chasse,,AC,oui,,,oui,petit,oui,non,,AC,,palu,,AC,,AC,AC,,,AC,,,,pas_suffisant,AC,,non,,non,non,non,violence_sexuelle,,AC,,violence_sexuelle,,recrutement_force,,non,,,bonne,autorite_locale,,non,,habitat_long_terme,,habitat_long_terme,,habitat_long_terme,,,oui,non,non,non,non,non,AC,non,non,,oui,oui,oui,oui,oui,oui,non,oui,oui,non,,puit_non_protege,,puit_non_protege,,inf_quinze_min,AC,pas_suffisant,AC,,,defecation_air_libre,,non,non,,oui,,,AC,moins_moitie,presque_aucun,presque_aucun,AC,,non,,chef_communaute,,oui,oui,,AC,AC,eha,,,,,,,,,,,,,,,
,,,,,,,,,,,vakaga,birao,ridina,dahal amlas,,,,,,,,,,,,oui,3_dernier_mois,conflits_communautaire,,non,non,,,,,,,,,,,non,,,,,,non,,,,,,,,non,,,,0,1,0,AC,1,0,0,0,0,,,0,1,0,0,0,0,0,0,0,0,,0,,non,,,non,,oui,oui,non,non,,majorite,peche_chasse,,inf_dix,oui,,,AC,,,non,,palu,,infection_respi,,maladie,,non,maison,,,AC,,,,insuffisant,existence_infra,,non,,oui,oui,non,vol_betail,,vol_betail,,vol_betail,,vol_betail,,non,,,,autorite_locale,,non,,AC,,aucun,,aucun,,,non,non,non,non,non,non,non,non,non,,non,non,non,non,non,non,non,non,non,non,,riviere,,riviere,,inf_trente_min,non,insuffisant,attente_nb_insuffisant,,,defecation_air_libre_cours_eau,,non,non,,non,existence_infra_scolaire,,aucun,aucun,aucun,aucun,enregistrement_impossible,,non,,chef_communaute,,non,oui,,AC,AC,education,,,,,,,,,,,,,,,
,,,,,,,,,,,vakaga,birao,ridina,dahal hadjar_1,,,,,,,,,,,,oui,3_dernier_mois,conflits_communautaire,,AC,oui,minorite,3_dernier_mois,oui,vakaga,birao,conflits_communautaire,,securite,,,AC,,,,,,non,,,,,,,,non,,,,0,1,0,1,AC,0,0,0,0,,,0,AC,0,0,0,AC,0,0,1,0,,0,,non,,,AC,,oui,oui,non,non,,majorite,peche_chasse,,inf_dix,oui,,,oui,petit,AC,non,,palu,,AC,,maladie,,non,AC,,,non,,,,insuffisant,existence_infra,,non,,non,oui,non,vol_betail,,vol_betail,,vol_betail,,vol_betail,,non,,,bonne,autorite_locale,,non,,aucun,,aucun,,aucun,,,non,non,non,non,non,non,non,non,non,,non,non,non,non,non,non,non,non,non,non,,AC,,AC,,AC,AC,AC,,,,defecation_air_libre_cours_eau,,non,non,,non,existence_infra_scolaire,,aucun,aucun,aucun,aucun,enregistrement_impossible,,non,,chef_communaute,,non,oui,,education,sante,subsistance,,,,,,,,,,,,,,,
,,,,,,,,,,,vakaga,birao,ridina,delembe,,,,,,,,,,,,AC,,,,non,non,,,,,,,,,,,non,,,,,,non,,,,,,,,non,,,,0,1,0,0,AC,0,0,0,0,,,AC,0,0,0,0,0,0,0,AC,0,,0,,non,,,non,,AC,oui,non,non,,majorite,peche_chasse,,inf_dix,oui,,,oui,petit,oui,non,,toux,,AC,,maladie,,non,poste_sante,,,oui,poste_sante,,inf_heure,AC,,,non,,non,non,non,aucun,,aucun,,aucun,,vol_betail,,non,,,,autorite_locale,,non,,AC,,aucun,,aucun,,,non,non,non,non,non,non,non,non,non,,non,non,non,non,non,non,non,non,non,non,,AC,,puit_protege,,inf_trente_min,non,AC,,,,defecation_air_libre,,non,non,,non,existence_enseignant,,presque_aucun,moins_moitie,presque_aucun,moins_moitie,enregistrement_impossible,,non,,chef_communaute,,non,non,,education,eha,sante,,,,,,,,,,,,,,,
,,,,,,,,,,,vakaga,birao,ridina,kaffao,,,,,,,,,,,,oui,AC,conflits_communautaire,,non,non,,,,,,,,,,,oui,dernier_mois,oui,vakaga,birao,,non,,,,,famille,,,non,,,,1,0,0,0,0,0,0,0,0,,,1,0,0,0,0,0,0,0,0,0,,0,,oui,AC,oui,non,,oui,oui,non,non,,majorite,peche_chasse,,dix_trente,non,insecurite,,oui,petit,oui,non,,palu,,palu,,maladie,,non,maison,,,non,,,,pas_suffisant,existence_infra,,non,,non,oui,non,violence_sexuelle,,recrutement_force,,aucun,,recrutement_force,,oui,avec_autre_famille,,bonne,autorite_locale,,non,,aucun,,aucun,,aucun,,,oui,non,non,non,non,non,oui,non,non,,non,non,non,non,non,non,non,non,non,non,,puit_non_protege,,puit_non_protege,,inf_trente_min,non,pas_suffisant,attente_nb_insuffisant,,,latrine_non_acceptable,,non,non,,oui,,,moins_moitie,plus_moitie,moins_moitie,plus_moitie,enregistrement_impossible,,non,,chef_communaute,,non,oui,,eha,education,secal,,,,,,,,,,,,,,,
,,,,,,,,,,,vakaga,birao,ridina,madja,,,,,,,,,,,,oui,3_dernier_mois,conflits_communautaire,,non,non,,,,,,,,,,,oui,dernier_mois,oui,vakaga,birao,,non,,,,,nsp,,,non,,,,1,0,0,0,0,0,0,0,0,,,1,0,0,0,0,0,0,0,0,0,,0,,non,,,non,,oui,oui,oui,non,,majorite,peche_chasse,,dix_trente,oui,,,oui,petit,oui,non,,palu,,palu,,maladie,,non,maison,,,non,,,,pas_suffisant,AC,,non,,oui,oui,non,vol_betail,,AC,,AC,,vol_betail,,non,,,bonne,autorite_locale,,non,,AC,,aucun,,aucun,,,non,non,non,non,non,non,non,non,non,,non,non,non,non,non,non,non,non,non,non,,puit_non_protege,,puit_non_protege,,AC,oui,pas_suffisant,attente_nb_insuffisant,,,defecation_air_libre,,non,non,,non,existence_infra_scolaire,,aucun,aucun,aucun,aucun,enregistrement_impossible,,non,,chef_communaute,,non,non,,AC,eha,secal,,,,,,,,,,,,,,,
,,,,,,,,,,,vakaga,birao,ridina,takamala,,,,,,,,,,,,oui,3_dernier_mois,conflits_communautaire,,oui,oui,majorite,dernier_mois,oui,vakaga,birao,conflits_communautaire,,securite,,,oui,dernier_mois,oui,vakaga,birao,,non,,,,,assistance_humanitaire,,,non,,,,0,1,0,0,0,0,0,0,0,,,1,0,0,0,0,0,0,0,0,0,,0,,non,,,non,,oui,non,non,non,,majorite,peche_chasse,,dix_trente,non,insecurite,,oui,petit,non,non,,palu,,palu,,conflit_arme,,non,poste_sante,,,non,,,,insuffisant,medicament_indispo,,non,,oui,non,non,violence_sexuelle,,recrutement_force,,violence_sexuelle,,recrutement_force,,oui,engagement_arme,,bonne,autorite_locale,,non,,aucun,,habitat_long_terme,,aucun,,,non,non,non,non,non,non,non,non,non,,non,non,non,non,non,non,non,non,non,non,,puit_protege,,puit_protege,,inf_cinq_min,non,pas_suffisant,attente_nb_insuffisant,,,defecation_air_libre,,non,non,,oui,,,presque_aucun,moins_moitie,presque_aucun,moins_moitie,retard_accumule,,non,,chef_communaute,,non,non,,sante,eha,nutrition,,,,,,,,,,,,,,,
,,,,,,,,,,,vakaga,birao,ridina,terfele,,,,,,,,,,,,non,,,,non,non,,,,,,,,,,,non,,,,,,non,,,,,,,,non,,,,0,1,0,1,0,0,0,0,0,,,0,0,0,0,0,1,0,0,1,0,,0,,oui,oui,oui,non,,oui,oui,non,non,,majorite,peche_chasse,,inf_dix,oui,,,oui,petit,non,non,,palu,,infection_respi,,maladie,,non,hopital,,,oui,hopital,,demie_journee,insuffisant,medicament_indispo,,non,,non,non,non,vol_betail,,vol_betail,,vol_betail,,vol_betail,,non,,,,autorite_locale,,non,,aucun,,aucun,,aucun,,,non,non,non,non,non,non,non,non,non,,non,non,non,non,non,non,non,non,non,non,,puit_non_protege,,puit_non_protege,,inf_quinze_min,non,insuffisant,attente_nb_insuffisant,,,defecation_air_libre,,non,non,,oui,,,presque_aucun,moins_moitie,presque_aucun,moins_moitie,enregistrement_impossible,,non,,chef_communaute,,non,oui,,secal,sante,eha,,,,,,,,,,,,,,,
,,,,,,,,,,,vakaga,birao,ridina,terfelle_2,,,,,,,,,,,,oui,dernier_mois,conflits_communautaire,,non,oui,majorite,dernier_mois,oui,vakaga,birao,conflits_communautaire,,famille,,,oui,dernier_mois,oui,vakaga,birao,,oui,3_dernier_mois,oui,soudan,,famille,,,non,,,,0,1,0,0,0,0,0,0,0,,,1,0,0,0,0,0,0,0,0,0,,0,,non,,,non,,oui,oui,oui,non,,majorite,peche_chasse,,dix_trente,oui,,,oui,petit,oui,non,,fievre,,palu,,nsp,,oui,maison,,,non,,,,pas_suffisant,abs_travailleur_sante,,non,,oui,non,non,violence_sexuelle,,recrutement_force,,separation_familiale,,conflit_foncier,,non,,,bonne,autorite_locale,,non,,habitat_long_terme,,habitat_long_terme,,habitat_long_terme,,,oui,non,non,non,non,non,non,non,non,,oui,oui,oui,oui,oui,oui,non,oui,non,non,,puit_non_protege,,puit_protege,,inf_trente_min,oui,pas_suffisant,distance,,,defecation_air_libre,,non,non,,non,existence_enseignant,,moins_moitie,moins_moitie,moins_moitie,moins_moitie,finances,,non,,chef_communaute,,oui,oui,,sante,secal,eha,,,,,,,,,,,,,,,
,,,,,,,,,,,vakaga,birao,ridina,tissi_1,,,,,,,,,,,,oui,dernier_mois,conflits_communautaire,,non,oui,majorite,dernier_mois,oui,vakaga,birao,conflits_communautaire,,securite,,,oui,dernier_mois,oui,bamingui_bangoran,ndele,,oui,3_dernier_mois,oui,soudan,,assistance_humanitaire,,,oui,,,,0,1,0,0,0,0,0,0,0,,,1,0,0,0,0,0,0,0,0,0,,0,,non,,,oui,,oui,oui,non,non,,moitie,elevage,,inf_dix,non,insecurite,,oui,petit,oui,oui,,palu,,infection_respi,,conflit_arme,,non,maison,,,oui,poste_sante,,demie_journee,insuffisant,medicament_indispo,,non,,oui,oui,non,violence_sexuelle,,recrutement_force,,violence_sexuelle,,recrutement_force,,oui,engagement_arme,,bonne,autorite_locale,,non,,aucun,,aucun,,aucun,,,non,non,non,non,non,non,non,non,non,,non,non,non,non,non,non,non,non,non,non,,source_non_amenagee,,source_non_amenagee,,inf_trente_min,oui,pas_suffisant,attente_nb_insuffisant,,,defecation_air_libre,,non,non,,non,existence_infra_scolaire,,presque_aucun,presque_aucun,presque_aucun,presque_aucun,enregistrement_impossible,,non,,chef_religieux,,non,non,,sante,secal,eha,,,,,,,,,,,,,,,
,,,,,,,,,,,vakaga,birao,ridina,toumou,,,,,,,,,,,,oui,dernier_mois,conflits_communautaire,,non,oui,majorite,dernier_mois,oui,vakaga,birao,conflits_communautaire,,securite,,,non,,,,,,non,,,,,,,,non,,,,1,0,0,0,0,0,0,0,0,,,1,0,0,0,0,0,0,0,0,0,,0,,non,,,non,,oui,oui,non,non,,majorite,peche_chasse,,dix_trente,oui,,,oui,petit,oui,non,,palu,,palu,,conflit_arme,,non,hopital,,,non,,,,insuffisant,medicament_indispo,,non,,non,non,non,violence_sexuelle,,recrutement_force,,violence_sexuelle,,recrutement_force,,oui,engagement_arme,,neutre,admin_legale,,oui,,habitat_long_terme,,aucun,,aucun,,,oui,non,non,non,non,non,oui,non,non,,oui,oui,oui,oui,non,oui,non,non,oui,non,,puit_non_protege,,puit_non_protege,,sup_trente_min,non,pas_suffisant,qualite_eau,,,defecation_air_libre,,non,non,,oui,,,presque_aucun,moins_moitie,aucun,presque_aucun,finances,,non,,autre,,non,oui,,eha,secal,sante,,,,,,,,,,,,,,,
,,,,,,,,,,,vakaga,ouanda_djalle,vokouma,soulemaka,,,,,,,,,,,,non,,,,non,oui,inf_moitie,dernier_mois,oui,haute_kotto,ouadda,conflits_armes,,securite,,,non,,,,,,non,,,,,,,,non,,,,1,0,0,0,0,0,0,0,0,,,1,0,0,0,0,0,0,0,0,0,,0,,non,,,non,,oui,oui,oui,non,,inf_moitie,peche_chasse,,dix_trente,oui,,,oui,petit,oui,non,,palu,,palu,,maladie,,non,maison,,,oui,centre_sante,,sup_demie_journee,pas_suffisant,existence_infra,,non,,non,non,non,pillage_criminalite,,travail_force,,travail_force,,travail_force,,non,,,bonne,admin_legale,,non,,urgence,,nsp,,nsp,,,oui,non,non,non,non,non,oui,non,non,,non,non,non,non,oui,oui,non,oui,non,non,,riviere,,riviere,,sup_trente_min,oui,insuffisant,distance,,,defecation_air_libre,,non,non,,oui,,,moins_moitie,plus_moitie,moins_moitie,moins_moitie,finances,,non,,chef_communaute,,non,non,,eha,secal,sante,,,,,,,,,,,,,,,
